,0,1,2,3,4,5,6,7,8,9,10,11
135,0.6013865,0.68734837,0.41039857,0.5175044,0.53171575,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577
136,0.68734837,0.41039857,0.5175044,0.53171575,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035
137,0.41039857,0.5175044,0.53171575,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383
138,0.5175044,0.53171575,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005
139,0.53171575,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595
140,0.5636049,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223
141,0.6291161,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272
142,0.6034663,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946
143,0.545234,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087
144,0.63154244,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835
145,0.5126516,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137
146,0.7171577,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447
147,0.79792035,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182
148,0.8627383,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161
149,0.82461005,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838
150,0.53067595,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506
151,0.50849223,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976
152,0.40485272,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226
153,0.67902946,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832
154,0.41837087,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045
155,0.48734835,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893
156,0.5473137,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784
157,0.3646447,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356
158,0.48596182,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149
159,0.6291161,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038
160,0.8221838,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035
161,0.66204506,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344
162,0.5181976,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295
163,0.60797226,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574
164,0.5760832,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002
165,0.52201045,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796
166,0.5805893,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196
167,0.6124784,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636
168,0.72374356,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114
169,0.3882149,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353
170,0.8714038,0.79792035,0.8426344,0.72790295,0.4197574,0.5487002,0.61559796,0.48492196,0.3729636,0.49116114,0.47348353,0.64748704
