,humidness (t-12),temperature(t-12),precipitation(t-12),sunshine_duration(t-12),humidness (t-11),temperature(t-11),precipitation(t-11),sunshine_duration(t-11),humidness (t-10),temperature(t-10),precipitation(t-10),sunshine_duration(t-10),humidness (t-9),temperature(t-9),precipitation(t-9),sunshine_duration(t-9),humidness (t-8),temperature(t-8),precipitation(t-8),sunshine_duration(t-8),humidness (t-7),temperature(t-7),precipitation(t-7),sunshine_duration(t-7),humidness (t-6),temperature(t-6),precipitation(t-6),sunshine_duration(t-6),humidness (t-5),temperature(t-5),precipitation(t-5),sunshine_duration(t-5),humidness (t-4),temperature(t-4),precipitation(t-4),sunshine_duration(t-4),humidness (t-3),temperature(t-3),precipitation(t-3),sunshine_duration(t-3),humidness (t-2),temperature(t-2),precipitation(t-2),sunshine_duration(t-2),humidness (t-1),temperature(t-1),precipitation(t-1),sunshine_duration(t-1),sunshine_duration(t),sunshine_duration(t+1),sunshine_duration(t+2),sunshine_duration(t+3),sunshine_duration(t+4),sunshine_duration(t+5),sunshine_duration(t+6),sunshine_duration(t+7),sunshine_duration(t+8),sunshine_duration(t+9),sunshine_duration(t+10),sunshine_duration(t+11)
192,0.06779662,0.052777782,0.0100203315,0.72374356,0.4915254,0.175,0.035724662,0.3882149,0.05084747,0.4027778,0.029465586,0.8714038,0.23728812,0.6,0.044437993,0.79792035,0.2542373,0.7694444,0.063316874,0.8426344,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962
193,0.4915254,0.175,0.035724662,0.3882149,0.05084747,0.4027778,0.029465586,0.8714038,0.23728812,0.6,0.044437993,0.79792035,0.2542373,0.7694444,0.063316874,0.8426344,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722
194,0.05084747,0.4027778,0.029465586,0.8714038,0.23728812,0.6,0.044437993,0.79792035,0.2542373,0.7694444,0.063316874,0.8426344,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877
195,0.23728812,0.6,0.044437993,0.79792035,0.2542373,0.7694444,0.063316874,0.8426344,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965
196,0.2542373,0.7694444,0.063316874,0.8426344,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527
197,0.5084746,0.9111111,0.34098172,0.72790295,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084
198,0.7627118,0.94166666,0.7717108,0.4197574,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069
199,0.8474576,0.9111111,0.49753127,0.5487002,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681
200,0.6440678,0.7388889,0.18588442,0.61559796,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805
201,0.67796606,0.57222223,0.08335754,0.48492196,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198
202,0.5762712,0.375,0.061574213,0.3729636,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406
203,0.42372882,0.15,0.008422888,0.49116114,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818
204,0.37288135,0.07777778,0.0002904444,0.47348353,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052
205,0.13559324,0.14166668,0.02374383,0.64748704,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792
206,0.30508476,0.34166667,0.026720885,0.6606586,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492
207,0.2881356,0.6277778,0.15538776,0.7064125,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801
208,0.35593224,0.8111111,0.09090909,0.81005204,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135
209,0.6440678,0.87222224,0.30177173,0.48561528,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813
210,0.83050853,0.93888885,0.8248621,0.4655113,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186
211,0.83050853,0.9,0.1739762,0.6318891,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746
212,0.6440678,0.7638889,0.23584084,0.6998267,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084
213,0.5423729,0.5833334,0.0621551,0.6897747,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154
214,0.4915254,0.29722223,0.2355504,0.5383016,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078
215,0.45762712,0.061111122,0.022073774,0.35285962,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082
216,0.661017,0.047222227,0.008713332,0.37053722,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127
217,0.4915254,0.1388889,0.009875109,0.4422877,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984
218,0.38983053,0.35,0.03107755,0.62772965,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051
219,0.2881356,0.5277778,0.015974442,0.8048527,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904
220,0.42372882,0.7861111,0.06854488,0.7376084,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153
221,0.83050853,0.8388889,0.2643044,0.3480069,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938
222,0.83050853,0.93888885,0.684287,0.6391681,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195
223,0.7966102,0.9361111,0.34446704,0.66481805,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777
224,0.779661,0.7527778,0.20650597,0.46031198,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.67796606,0.9083333,0.14551264,0.66863084,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934
225,0.6440678,0.5555556,0.04763288,0.5958406,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.67796606,0.9083333,0.14551264,0.66863084,0.74576277,0.7611111,0.37060705,0.4343154,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394
226,0.33898306,0.35277778,0.0005808888,0.5864818,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.67796606,0.9083333,0.14551264,0.66863084,0.74576277,0.7611111,0.37060705,0.4343154,0.7288136,0.56666666,0.034853328,0.315078,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805
227,0.30508476,0.18055557,0.008451932,0.610052,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.67796606,0.9083333,0.14551264,0.66863084,0.74576277,0.7611111,0.37060705,0.4343154,0.7288136,0.56666666,0.034853328,0.315078,0.5084746,0.35555556,0.047923326,0.46863082,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739
228,0.38983053,0.16111112,0.0100203315,0.5559792,0.55932206,0.16666667,0.013941332,0.26308492,0.2542373,0.45833337,0.0026139996,0.6994801,0.38983053,0.6527778,0.060412433,0.69012135,0.30508476,0.79444444,0.09787977,0.83916813,0.62711865,0.875,0.26662797,0.7109186,0.661017,0.9583333,0.3479524,0.49358746,0.67796606,0.9083333,0.14551264,0.66863084,0.74576277,0.7611111,0.37060705,0.4343154,0.7288136,0.56666666,0.034853328,0.315078,0.5084746,0.35555556,0.047923326,0.46863082,0.20338982,0.16388889,0.008451932,0.6551127,0.57642984,0.5123051,0.75701904,0.71369153,0.8467938,0.58544195,0.61663777,0.7493934,0.5549394,0.66481805,0.09462739,0.38613516
