,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
12,0.45762712,0.072222225,0.014231776,0.50883883,0.32203388,0.21388888,0.0,0.5240901,0.42372882,0.41944444,0.030787107,0.6214905,0.4745763,0.58055556,0.050537325,0.8090121,0.55932206,0.73333335,0.12053443,0.7830156,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.49358746,0.562565,0.6093588,0.49844024,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916
13,0.32203388,0.21388888,0.0,0.5240901,0.42372882,0.41944444,0.030787107,0.6214905,0.4745763,0.58055556,0.050537325,0.8090121,0.55932206,0.73333335,0.12053443,0.7830156,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.562565,0.6093588,0.49844024,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787
14,0.42372882,0.41944444,0.030787107,0.6214905,0.4745763,0.58055556,0.050537325,0.8090121,0.55932206,0.73333335,0.12053443,0.7830156,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.6093588,0.49844024,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775
15,0.4745763,0.58055556,0.050537325,0.8090121,0.55932206,0.73333335,0.12053443,0.7830156,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.49844024,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418
16,0.55932206,0.73333335,0.12053443,0.7830156,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194
17,0.59322035,0.8611111,0.103107765,0.8162912,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946
18,0.7966102,0.9611111,0.4060413,0.6759099,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227
19,0.88135594,0.9166667,0.24164973,0.705026,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071
20,0.779661,0.6944445,0.12808597,0.6918545,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844
21,0.42372882,0.56666666,0.124891095,0.85615253,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836
22,0.74576277,0.3277778,0.006099332,0.30814558,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344
23,0.5762712,0.13611111,0.025559107,0.36915076,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285
24,0.35593224,0.06944445,0.003775777,0.49358746,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766
25,0.38983053,0.24444446,0.07638688,0.562565,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577
26,0.4915254,0.3888889,0.012489109,0.6093588,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815
27,0.779661,0.59444445,0.1588731,0.49844024,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084
28,0.661017,0.73055553,0.1786233,0.8343155,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732
29,0.83050853,0.8333333,0.41504502,0.5688042,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806
30,0.9661017,0.9138889,0.72001165,0.558059,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981
31,0.8983051,0.875,0.3322684,0.7431542,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808
32,0.8474576,0.79444444,0.013650887,0.5986135,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506
33,0.7288136,0.5888889,0.17949463,0.52582324,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.661017,0.7583333,0.12924775,0.41247836,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506,0.71854424
34,0.7118644,0.2888889,0.032820217,0.48526862,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.661017,0.7583333,0.12924775,0.41247836,0.45762712,0.5361111,0.011327332,0.49913344,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506,0.71854424,0.4783362
35,0.4915254,0.18055557,0.0017426665,0.58162916,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.661017,0.7583333,0.12924775,0.41247836,0.45762712,0.5361111,0.011327332,0.49913344,0.59322035,0.34166667,0.027592218,0.35355285,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506,0.71854424,0.4783362,0.44194105
36,0.27118647,0.13333334,0.0,0.64124787,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.661017,0.7583333,0.12924775,0.41247836,0.45762712,0.5361111,0.011327332,0.49913344,0.59322035,0.34166667,0.027592218,0.35355285,0.33898306,0.15833333,0.0020331107,0.36741766,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506,0.71854424,0.4783362,0.44194105,0.48942807
37,0.1864407,0.2361111,0.0,0.6689775,0.59322035,0.30833334,0.015103108,0.44367418,0.5762712,0.5777778,0.097589314,0.71057194,0.6101695,0.7138889,0.09410399,0.80415946,0.6101695,0.8805555,0.069125764,0.78336227,0.67796606,0.95555556,0.18210864,0.6967071,0.7288136,0.8861111,0.1844322,0.6169844,0.661017,0.7583333,0.12924775,0.41247836,0.45762712,0.5361111,0.011327332,0.49913344,0.59322035,0.34166667,0.027592218,0.35355285,0.33898306,0.15833333,0.0020331107,0.36741766,0.55932206,0.0,0.034562882,0.48145577,0.6890815,0.84402084,0.7514732,0.9455806,0.842981,0.6942808,0.53691506,0.71854424,0.4783362,0.44194105,0.48942807,0.40207973
